AirportCode	CityName	WorldAreaCode
PLO	"PORT LINCOLN S.           "	802
PLP	"LA PALMA PANAMA REP.              "	162
PLQ	"PALANGA LITHUANIA                 "	452
PLR	"PELL CITY               "	51
PLS	"PROVIDENCIALES B.W.I.             "	281
PLT	"PLATO                     "	327
PLU	"BELO HORIZONTE MG-PAMPULHA  "	316
PLV	"POLTAVA UKRAINE                   "	488
PLW	"PALU                     "	832
PLX	"SEMIPALATINSK KAZAKHSTAN          "	738
PLY	"PLYMOUTH NA               "	42
PLZ	"PORT ELIZABETH         "	562
PMA	"PEMBA IS.                 "	585
PMB	"PEMBINA          "	66
PMC	"PUERTO MONTT CHILE                "	324
PMD	"PALMDALE/LANCASTER    "	91
PME	"PORTSMOUTH         "	493
PMF	"PARMA                         "	450
PMG	"PONTA PORA                   "	316
PMH	"PORTSMOUTH                  "	44
PMI	"PALMA MALLORCA IS.          "	482
PMK	"PALM ISLAND         "	802
PML	"PORT MOLLER               "	1
PMM	"PHANOM SARAKHAM           "	782
PMN	"PUMANI           "	804
PMO	"PALERMO                       "	450
PMP	"PIMAGA           "	804
PMQ	"PERITO MORENO             "	303
PMR	"PALMERSTON N. NEW ZEALAND         "	851
PMS	"PALMYRA                      "	676
PMT	"PARAMAKATOI GUYANA                "	388
PMU	"PAIMIUT                   "	1
PMV	"PORLAMAR                 "	388
PMW	"PALMAS TO                   "	316
PMX	"PALMER           "	13
PMY	"PUERTO MADRYN             "	303
PMZ	"PALMAR COSTA RICA                 "	110
PNA	"PAMPLONA                     "	482
PNB	"PORTO NACIONAL               "	316
PNC	"PONCA CITY OKLAHOMA            "	73
PND	"PUNTA GORDA BELIZE                "	106
PNE	"PHILADELPHIA        "	23
PNF	"PETERSON'S POINT          "	1
PNG	"PARANAGUA                    "	316
PNH	"PHNOM PENH DEMOCRATIC KAMPUCHEA   "	709
PNI	"PONAPE CAROLINE IS. PAC. OC.     "	810
PNK	"PONTIANAK                "	832
PNL	"PANTELLERIA                   "	450
PNN	"PRINCETON MAINE                "	12
PNO	"PINOTEPA MEXICO                   "	148
PNP	"POPONDETTA       "	804
PNQ	"POONA                        "	733
PNR	"POINTE NOIRE PEOP. REP. OF CONGO  "	515
PNS	"PENSACOLA                "	33
PNT	"PUERTO NATALES CHILE              "	324
PNU	"PANGUITCH UTAH                 "	87
PNV	"PANEVEZYS LITHUANIA               "	452
PNW	"PENEDO                       "	316
PNX	"SHERMAN                    "	74
PNY	"PONDICHERRY                  "	733
PNZ	"PETROLINA                    "	316
POA	"PORTO ALEGRE                 "	316
POB	"FAYETTEVILLE     "	36
POC	"LA VERNE              "	91
POD	"PODOR SENEGAL                     "	569
POE	"FT. POLK LOUISIANA             "	72
POF	"POPLAR BLUFF            "	64
POG	"PORT GENTIL                   "	526
POH	"POCAHONTAS               "	61
POI	"POTOSI BOLIVIA                    "	312
POL	"PEMBA                  "	550
POM	"PORT MORESBY     "	804
PON	"POPTUN                   "	127
POO	"POCOS DE CALDAS              "	316
POP	"PUERTO PLATA DOMINICAN REP        "	224
POQ	"POLK INLET                "	1
POR	"PORI                       "	425
POS	"PORT OF  TRIN. & TOB.        "	280
POT	"PORT ANTONIO               "	243
POU	"POUGHKEEPSIE NEW YORK          "	22
POV	"PRESOV SLOVAK REPUBLIC            "	483
POW	"PORTOROZ                  "	481
POX	"PONTOISE                      "	427
POY	"POWELL                   "	88
POZ	"POZNAN POLAND                     "	467
PPA	"PAMPA                      "	74
PPB	"PRES PRUDENTE                "	316
PPC	"PROSPECT CREEK            "	1
PPD	"HUMACAO PUERTO RICO               "	3
PPE	"PUERTO PENASCO MEXICO             "	148
PPF	"PARSONS                   "	62
PPG	"PAGO PAGO SAMOA                   "	5
PPH	"PERAITEPUY               "	388
PPI	"PORT PIRIE S.             "	802
PPJ	"PULAU PANJANG            "	832
PPK	"PETROPAVLOVSK KAZAKHSTAN          "	738
PPL	"PHAPLU                       "	755
PPM	"POMPANO BEACH            "	33
PPN	"POPAYAN                   "	327
PPO	"POWELL POINT               "	204
PPP	"PROSERPINE          "	802
PPQ	"PARAPARAUMU NEW ZEALAND           "	851
PPR	"PASIR PANGARAYAN         "	832
PPS	"PUERTO PRINCESA         "	766
PPT	"PAPEETE SOC. IS.    "	823
PPU	"PAPUN MYANMAR                     "	706
PPV	"PORT PROTECTION           "	1
PPW	"PAPA WESTRAY SCOTLAND (U.K.)     "	493
PPX	"PARAM            "	804
PPY	"POUSO ALEGRE MG             "	316
PPZ	"PUERTO PAEZ              "	388
PQC	"PHUQUOC SOC. REP. OF VIETNAM      "	791
PQI	"PRESQUE ISLE MAINE             "	12
PQM	"PALENQUE MEXICO                   "	148
PQQ	"PORT MACQUARIE  AUST.      "	802
PQS	"PILOT STATION             "	1
PRA	"PARANA                    "	303
PRB	"PASO ROBLES           "	91
PRC	"PRESCOTT                "	81
PRD	"PARDOO W.                 "	802
PRE	"PORE                      "	327
PRF	"PORT JOHNSON              "	1
PRG	"PRAGUE              "	418
PRH	"PHRAE                     "	782
PRI	"PRASLIN IS. SEYCHELLES IS. N "	570
PRJ	"CAPRI                         "	450
PRK	"PRIESKA                "	562
PRL	"PORT OCEANIC              "	1
PRM	"PORTIMAO PORTUGAL                 "	469
PRN	"PRISTINA SERBIA                   "	480
PRP	"PROPRIANO CORSICA            "	427
PRQ	"PRES. ROQUE SAENZ PENA ARG.       "	303
PRR	"POTGIETERSRUS          "	562
PRS	"PARASI                 "	874
PRU	"PROME MYANMAR                     "	706
PRV	"PREROV              "	418
PRW	"PRENTICE             "	45
PRX	"PARIS                      "	74
PRY	"PRETORIA               "	562
PRZ	"PRINEVILLE OREGON              "	92
PSA	"PISA                          "	450
PSB	"PHILIPSBURG         "	23
PSC	"PASCO                 "	93
PSD	"PORT SAID        "	591
PSE	"PONCE PUERTO RICO                 "	3
PSF	"PITTSFIELD       "	13
PSG	"PETERSBURG                "	1
PSH	"ST. PETER-ORDING            "	429
PSI	"PASNI                      "	764
PSJ	"POSO                     "	832
PSK	"PULASKI                "	38
PSL	"PERTH K                 "	493
PSM	"PORTSMOUTH NEW HAMPSHIRE       "	14
PSN	"PALESTINE                  "	74
PSO	"PASTO                     "	327
PSP	"INDIO/PALM SPRINGS    "	91
PSR	"PESCARA                       "	450
PSS	"POSADAS                   "	303
PST	"PRESTON                       "	219
PSU	"PUTUSSIBAU               "	832
PSV	"PAPA STOUR SHETLAND IS "	493
PSW	"PASSOS                       "	316
PSX	"PALACIOS                   "	74
PSY	"PORT STANLEY FALKLAND IS.         "	340
PSZ	"PUERTO SUAREZ BOLIVIA             "	312
PTA	"PORT ALSWORTH             "	1
PTB	"PETERSBURG             "	38
PTC	"PORT ALICE                "	1
PTD	"PORT ALEXANDER            "	1
PTE	"PORT STEPHENS      "	545
PTF	"MALOLOLAILAI                  "	821
PTG	"PIETERSBURG            "	562
PTH	"PORT HEIDEN               "	1
PTI	"PORT DOUGLAS QLD         "	802
PTJ	"PORTLAND VIC.            "	802
PTK	"PONTIAC                "	43
PTL	"PORT ARMSTRONG            "	1
PTM	"PALMARITO                "	388
PTN	"PATTERSON/MORGAN CITY LA       "	72
PTO	"PATO BRANCO                  "	368
PTP	"POINTE A PITRE          "	235
PTQ	"PORTO DE MOZ PA             "	316
PTR	"PLEASANT HARBOR           "	1
PTS	"PITTSBURG                 "	62
PTT	"PRATT                     "	62
PTU	"PLATINUM                  "	1
PTV	"PORTERVILLE           "	91
PTW	"POTTSTOWN           "	22
PTX	"PITALITO                  "	327
PTY	"PANAMA CITY PANAMA REP.           "	162
PTZ	"PASTAZA                    "	337
PUA	"PUAS             "	804
PUB	"PUEBLO                  "	82
PUC	"PRICE UTAH                     "	87
PUD	"PUERTO DESEADO            "	303
PUE	"PUERTO OBALDIA PANAMA REP.        "	131
PUF	"PAU                           "	427
PUG	"PORT AUGUSTA S.           "	802
PUH	"POCHUTLA MEXICO                   "	148
PUI	"PURENI           "	804
PUJ	"PUNTA CANA DOMINICAN REPUBLIC     "	224
PUK	"PUKARUA              "	823
PUL	"POULSBO               "	93
PUM	"POMALAA                  "	832
PUN	"PUNIA ZAIRE                       "	517
PUO	"PRUDHOE BAY               "	1
PUP	"PO                    "	593
PUQ	"PUNTA ARENAS CHILE                "	324
PUR	"PUERTO RICO BOLIVIA               "	312
PUS	"P N REPUBLIC OF KOREA           "	778
PUT	"PUTTAPARTHI                  "	733
PUU	"PUERTO ASIS               "	327
PUV	"POUM NEW CALEDONIA                "	846
PUW	"PULLMAN               "	93
PUX	"PUERTO VARAS CHILE                "	324
PUY	"PULA CROATIA                      "	415
PUZ	"PUERTO CABEZAS NICARAGUA          "	153
PVA	"PROVIDENCIA               "	327
PVC	"PROVINCETOWN     "	13
PVD	"PROVIDENCE RHODE ISLAND        "	15
PVE	"PORVENIR PANAMA REP.              "	162
PVF	"PLACERVILLE           "	91
PVH	"PORTO VELHO                  "	316
PVI	"PARANAVAI                    "	316
PVK	"PREVEZA                      "	433
PVN	"PLEVEN BULGARIA                   "	411
PVO	"PORTOVIEJO                 "	337
PVR	"PUERTO VALLARTA MEXICO            "	148
PVS	"PROVIDENIYA                  "	770
PVU	"PROVO UTAH                     "	87
PVW	"PLAINVIEW                  "	74
PVX	"PROVEDENIA                   "	770
PVY	"POPE VANOY                "	1
PVZ	"PAINESVILLE                 "	44
PWA	"OKLAHOMA CITY OKLAHOMA         "	73
PWD	"PLENTYWOOD              "	84
PWE	"PEWEK                        "	770
PWI	"PAWI                       "	522
PWK	"CHICAGO                "	41
PWL	"PURWOKERTO               "	832
PWM	"PORTLAND MAINE                 "	12
PWN	"PITTS TOWN CROOKED ISLAND "	204
PWO	"PWETO ZAIRE                       "	517
PWQ	"PAVLODAR KAZAKHSTAN               "	738
PWR	"PORT WALTER               "	1
PWT	"BREMERTON             "	93
PXA	"PARANA GOIAS                "	316
PXL	"POLACCA                 "	81
PXM	"PUERTO ESCONDIDO MEXICO           "	148
PXO	"PORTO SANTO MADEIRA IS.           "	469
PXU	"PLEIKU SOC. REP. OF VIETNAM       "	791
PXX	"PORTO AFONSO                 "	316
PYA	"PUERTO BOYACA             "	327
PYB	"JEYPORE                      "	733
PYC	"PLAYON CHICO PANAMA REP.          "	162
PYE	"PENRHYN ISLAND COOK IS S. PACIFIC"	813
PYH	"PUERTO AYACUCHO          "	388
PYJ	"POLYARNYJ                    "	770
PYL	"PERRY ISLAND              "	1
PYM	"PLYMOUTH         "	13
PYN	"PAYAN                     "	327
PYO	"PUTUMAYO                   "	337
PYR	"PYRGOS                       "	433
PYV	"YAVIZA PANAMA REP.                "	162
PYX	"PATTAYA                   "	782
PZA	"PAZ DE ARIPORO            "	327
PZB	"PIETERMARITZBURG       "	562
PZE	"PENZANCE           "	493
PZH	"ZHOB                       "	764
PZK	"PUKA PUKA ISLAND COOK IS S PACIFI"	813
PZL	"PHINDA                 "	562
PZO	"PUERTO ORDAZ             "	388
PZU	"PORT SUDAN SUDAN                  "	583
PZY	"PIESTANY SLOVAKIA                 "	483
QAH	"ALCANTARA                    "	316
QAR	"ARNHEM                  "	461
QBC	"BELLA COOLA B.C.           "	906
QBE	"BEGA               "	802
QBF	"BRACK LIBYAN A JAMAHIRIYA         "	538
QBW	"BATEMANS BAY NSW         "	802
QCE	"COPPER MOUNTAIN         "	82
QCU	"AKUNNAAQ GREENLAND                "	975
QDM	"DAMMAM                "	670
QDN	"EDEN               "	802
QDU	"DUSSELDORF                  "	429
QEY	"QEQERTARSUATSIAAT GREENLAND       "	975
QFE	"COLUMBUS                 "	34
QFG	"EQALUGAARSUIT GREENLAND           "	975
QFI	"IGINNIARFIK GREENLAND             "	975
QFJ	"ALLUITSUP PAA GREENLAND           "	975
QFK	"SELJE                        "	465
QFN	"NARSAQ KUJALLEQ GREENLAND         "	975
QFP	"KJELLERUP                   "	419
QFQ	"MALOY                        "	465
QFT	"QASSIARSUK GREENLAND              "	975
QFV	"BERGEN OLP HARBOUR           "	465
QFX	"IGALIKU GREENLAND                 "	975
QGQ	"ATTU GREENLAND                    "	975
QGR	"KANGERLUK GREENLAND               "	975
QGV	"FRANKFURT-ISENBURG          "	429
QJB	"JUBAIL                "	670
QJD	"JINDABYNE          "	802
QJE	"KITSISSUARSUIT GREENLAND          "	975
QJF	"ATAMMIK GREENLAND                 "	975
QJG	"ITILLEQ GREENLAND                 "	975
QJH	"QASSIMIUT GREENLAND               "	975
QJI	"IKAMIUT GREENLAND                 "	975
QJT	"NAPASOQ GREENLAND                 "	975
QJV	"SKAGEN                      "	419
QKB	"BRECKENRIDGE            "	82
QKL	"COLOGNE/BONN-MAIN           "	429
QKS	"KEYSTONE                "	82
QKT	"KANGAAMIUT GREENLAND              "	975
QKU	"COLOGNE-DEUTZ    "	429
QLE	"LEETON             "	802
QLX	"LAUTERACH AUSTRIA                 "	403
QMK	"NIAQORNAARSUK GREENLAND           "	975
QMM	"MARINA MASSA                  "	450
QMV	"MONTVALE              "	21
QMX	FICTITIOUS CITY ONE                	41
QMY	FICTITIOUS CITY TWO                	41
QNA	"BALLINA            "	906
QND	"NOVI SAD SERBIA                   "	480
QOF	"KIEV-DARNTS BUS UKRAINE           "	488
QOH	"KIEV-RUS BUS UKRAINE              "	488
QOQ	"SAARLOQ GREENLAND                 "	975
QPG	"SINGAPORE SINGAPORE               "	776
QPV	"PERISHER VALLEY    "	802
QPW	"KANGAATSIAQ GREENLAND             "	975
QPX	FICTITIOUS CITY THREE              	41
QPY	FICTITIOUS CITY FOUR               	41
QQA	"CENTER ISLAND         "	93
QQB	"KEYES POINT               "	1
QQD	"BOSTON           "	13
QQI	"SUNNYSIDE             "	93
QQJ	"STEVENSVILLE            "	84
QQK	"GARBERVILLE           "	91
QQL	"BONNERS FERRY            "	83
QQM	"SHINGLETOWN           "	91
QQN	"WOODLAKE              "	91
QQO	"BREWSTER              "	93
QQP	"SANGER                "	91
QQQ	"GRASS VALLEY          "	91
QQR	"HORSHAM             "	23
QQS	"WALDRONAIRE           "	93
QQU	"WINDOW ROCK             "	81
QQV	"LUPIN NWT                  "	931
QQW	"SANTA ROSA            "	91
QQX	"HEALDSBURG            "	91
QQY	"SAN MARCOS                 "	74
QQZ	"PARAGUANA                "	388
QRA	"JOHANNESBURGS AFRIC               "	562
QRM	"NARROMINE          "	802
QRO	"QUERETARO MEXICO                  "	148
QRR	"WARREN             "	802
QRX	"NAROOMA NSW              "	802
QRY	"IKERASAARSUK GREENLAND            "	975
QTH	"THREDBO            "	802
QTO	"SKITUBE NSW              "	802
QTZ	"COATZACOALCOS MEXICO              "	148
QUB	"UBARI LIBYAN A JAMAHIRIYA         "	538
QUE	"QULLISSAT GREENLAND               "	975
QUF	"TALLINN-PIRITA HRB ESTONIA        "	422
QUL	"ULM                         "	429
QUP	"SAQQAQ GREENLAND                  "	975
QUV	"AAPPILATTOQ GREENLAND             "	975
QUW	"AMMASSIVIK GREENLAND              "	975
QVU	"VIRU SOLOMON ISLANDS              "	874
QWC	"BERLIN ZOO                  "	429
QWF	"FT. COLLINS/LOVELAND CO-FC BUS US"	82
QWH	"FT. COLLINS/LOVELAND CO-LV BUS US"	82
QWL	"CRACKENBACK VILLAGE NSW  "	802
QWM	"LONGMONT                "	82
QWP	"WINTER PARK             "	82
QWV	"VALJEVO YUGOSLAVIA                "	497
QXD	"CACHOEIRO ITAPEMIRIM ES     "	316
QXE	"SORA                          "	450
QYE	"ENSCHEDE-RR STN         "	461
QYH	"HENGELO                 "	461
QYI	"HILVERSUM               "	461
QYK	"KOYANG REPUBLIC OF KOREA          "	778
QYL	"ALMELO                  "	461
QYM	"AMERSFOORT              "	461
QYN	"BYRON BAY NSW            "	802
QYO	"OLSZTYN POLAND                    "	467
QYP	"APELDOORN               "	461
QYV	"DEVENTER                "	461
QYZ	"HEERENVEEN              "	461
QZC	"SMIGGIN HOLES NSW        "	802
QZM	"BULLOCKS FLAT NSW        "	802
QZU	"RAUMA                      "	425
QZX	FICTITIOUS CITY FIVE               	41
QZY	FICTITIOUS POINT/AF                	41
RAA	"RAKANDA          "	804
RAB	"RABAUL           "	804
RAC	"RACINE               "	45
RAD	"TORTOLA BR VIRGIN I               "	282
RAE	"ARAR                  "	670
RAF	"RAS AN NAQB      "	591
RAG	"RAGLAN NEW ZEALAND                "	851
RAH	"RAFHA                 "	670
RAI	"PRAIA CAPE VERDE IS.              "	507
RAJ	"RAJKOT                       "	733
RAK	"MARRAKECH                  "	548
RAL	"RIVERSIDE             "	91
RAM	"RAMINGINING N.T.         "	802
RAN	"RAVENNA                       "	450
RAO	"RIBEIRAO PRETO               "	316
RAP	"RAPID CITY          "	67
RAQ	"RAHA                     "	832
RAR	"RAROTONGA COOK IS. S. PACIFIC    "	813
RAS	"RASHT                          "	632
RAT	"RADUZHNYI  N FED.            "	770
RAU	"RANGPUR BANGLADESH                "	703
RAV	"CRAVO NORTE               "	327
RAW	"ARAWA            "	804
RAX	"ORAM             "	804
RAY	"ROTHESAY SCOTLAND (U.K.)         "	493
RAZ	"RAWALA KOT                 "	764
RBA	"RABAT                      "	548
RBB	"BORBA                        "	316
RBC	"ROBINVALE VIC.           "	802
RBE	"RATANANKIRI CAMBODIA              "	709
RBF	"BIG BEAR              "	91
RBG	"ROSEBURG OREGON                "	92
RBH	"BROOKS LODGE              "	1
RBI	"RABI                          "	821
RBJ	"REBUN                         "	736
RBK	"RANCHO       "	91
RBL	"RED BLUFF             "	91
RBM	"STRAUBING                   "	429
RBN	"FT. JEFFERSON NATL PARK FL     "	33
RBO	"ROBORE BOLIVA                     "	312
RBP	"RABA RABA        "	804
RBQ	"RURRENABAQUE BOLIVIA              "	312
RBR	"RIO BRANCO                   "	316
RBS	"ORBOST VIC               "	802
RBT	"MARSABIT                     "	535
RBU	"ROEBOURNE W.              "	802
RBV	"RANCHO BUENA VISTA MEXICO         "	148
RBW	"WALTERBORO SOUTH CAROLINA      "	37
RBY	"RUBY                      "	1
RCA	"RAPID CITY          "	67
RCB	"RICHARDS BAY           "	562
RCE	"ROCHE HARBOR          "	93
RCH	"RIOHACHA                  "	327
RCK	"ROCKDALE                   "	74
RCL	"REDCLIFFE VANUATU                 "	885
